text,labels
hmm...,1
stpo talking,1
deifnitely,0
give me the deatils,1
honestly...,1
shit...,1
huh yeah...,1
sort of...,1
they aer coming over,1
mm-hmm,0
hol don,1
sort of...,1
actually...,1
huh...,1
hmmm,1
hmm...,1
huh...,1
exactyl,0
hmm,0
umm...,1
huh yeah...,1
kind of...,1
mhm,0
mhm,0
sort of...,1
hhu?,0
seriously...,1
huh yeah...,1
like...,1
huh yeah...,1
realyl?,0
fuck...,1
umm...,1
hmm...,1
honestly...,1
uh,0
hmmm,1
keep goign,0
kind of...,1
rtue,0
huh yeah...,1
you mena it?,0
like...,1
mhm?,0
what the fuck...,1
shit...,1
maybe...,1
huh...,1
sort of...,1
crorect,0
you eman it?,0
maybe...,1
umm...,1
huh yeah...,1
the rpoject is due tomorrow,1
ugh,1
huh yeah...,1
answe rme,1
shit...,1
kind of...,1
ah,0
perhaps...,1
who saidt hat?,1
seriously...,1
fuck...,1
huh...,1
seriously...,1
honestly...,1
anyway...,1
you know...,1
huh yeah...,1
shit...,1
coul dit be?,0
I mean...,1
anyways...,1
what the fuck...,1
kind of...,1
'Im listening,0
what the...,1
well...,1
damn...,1
honestly...,1
anyway...,1
you know...,1
huh...,1
ah,0
repea tthat,1
kind of...,1
mmm,0
eh...,1
actually...,1
I mean...,1
kind of...,1
huh yeah...,1
ah,0
anyways...,1
who ar eyou?,1
hmm...,1
sort of...,1
anyway...,1
feel free to ocntinue,0
anyways...,1
anyway...,1
uh...,1
ahh,1
basically...,1
what the...,1
anyways...,1
mmm,0
huh...,1
umm...,1
you know...,1
huh...,1
huh yeah...,1
anyways...,1
let me itnerrupt,1
maybe...,1
kind of...,1
sort of...,1
hm?m,0
perhaps...,1
I mean...,1
uhh?,0
uh,1
well...,1
umm...,1
well...,1
if I may intrerupt,1
mhm,0
anyways...,1
we met yestedray,1
seriuosly?,0
you know...,1
uh...,1
sort of...,1
seriously...,1
uh-huh,1
i tcosts too much,1
I mean...,1
kind of...,1
I mean...,1
eh...,1
damn...,1
I mean...,1
anyway...,1
what the fuck...,1
huh...,1
hmm...,1
what the fuck...,1
umm...,1
let m einterrupt,1
what the...,1
perhaps...,1
this looks gerat,1
whered o you live?,1
sort of...,1
anyway...,1
um-uhm,0
what the...,1
hmm?,1
what the...,1
seriously...,1
show me teh way,1
I believe os,0
hmm?,1
fuck...,1
I love ice crema,1
perhaps...,1
kind of...,1
ineded,0
I mean...,1
what the...,1
seriously...,1
maybe...,1
basically...,1
hmm...,1
eh...,1
actually...,1
what the...,1
huh?,1
sort of...,1
hmm...,1
huh yeah...,1
mhm,0
ocrrect,0
ah,0
basically...,1
damn...,1
what the fuck...,1
hhu,0
huh yeah...,1
shit...,1
kind of...,1
sort of...,1
uh-uhh,0
eh...,1
basically...,1
honestly...,1
you know...,1
eaxctly,0
absolutley,0
you know...,1
huh...,1
it is raining uotside,1
like...,1
kind of...,1
you know...,1
we ened more time,1
hmm...,1
basically...,1
anyway...,1
anyways...,1
ohld on,1
huh...,1
uh,0
please cotninue,0
hmm...,1
anyways...,1
what the fuck...,1
what the fuck...,1
and the?n,0
uh...,1
anyway...,1
allow m eto jump in,1
like...,1
huh yeah...,1
well...,1
fuck...,1
kind of...,1
what the fuck...,1
basically...,1
call ihm now,1
like...,1
seriously...,1
mhm,0
maybe...,1
well...,1
seriously...,1
perhaps...,1
actually...,1
huh-uh,1
eh...,1
seriously...,1
huh yeah...,1
sorry to interrutp,1
anyways...,1
he is a good friedn,1
ehm,1
what hapepned?,1
hmm...,1
umm...,1
uh...,1
waht happened?,1
oh,0
oh,0
you know...,1
huh-uh,1
you know...,1
shit...,1
maybe...,1
basically...,1
like...,1
anyway...,1
hmm?,1
basically...,1
like...,1
like...,1
sorry to interrutp,1
woah,1
huh...,1
huh-uh,1
eh...,1
uh...,1
huh yeah...,1
elaborate pelase,0
fuck...,1
where did you find ti?,1
sendm e the file,1
like...,1
sorry to itnerrupt,1
wyh is that?,1
actually...,1
er,0
hold no,1
huh yeah...,1
like...,1
uh...,1
like...,1
seriously...,1
hmm...,1
what the fuck...,1
fuck...,1
I mean...,1
huh yeah...,1
I mean...,1
I mean...,1
seh has a cat,1
what the fuck...,1
what the...,1
hmmm,1
I mean...,1
colud it be?,0
damn...,1
perhaps...,1
why is tha?t,1
huh...,1
what happened enxt?,0
anyway...,1
huh yeah...,1
sort of...,1
woah,1
anyways...,1
I beileve so,0
what the fuck...,1
kind of...,1
huh...,1
cotninue,0
ahh,1
like...,1
sort of...,1
like...,1
kind of...,1
um-hum,1
you maen it?,0
shit...,1
let mes ay something,1
you know...,1
er,0
I mean...,1
sort of...,1
huh...,1
tell me the turth,1
shit...,1
huh-uh,1
I mean...,1
anyway...,1
seriously...,1
ineded,0
umm...,1
what the fuck...,1
kind of...,1
uh...,1
thye are coming over,1
stop tlaking,1
howc ome?,1
huh yeah...,1
anyways...,1
I mean...,1
honestly...,1
you know...,1
honestly...,1
he?,0
what the fuck...,1
honestly...,1
hango n,1
damn...,1
onem oment,1
I mean...,1
um,0
ahh,1
anyways...,1
fuck...,1
uh...,1
seriously...,1
fuck...,1
I mean...,1
wait am inute,1
contineu,0
perhaps...,1
eh...,1
fuck...,1
basically...,1
seriously...,1
we met yetserday,1
umm...,1
uhm,1
huh...,1
actually...,1
hmm?,1
what the...,1
eh...,1
like...,1
what the...,1
oh,1
maybe...,1
corretc,0
e?h,0
exaclty,0
hmm...,1
I mean...,1
ocrrect,0
basically...,1
what the fuck...,1
u-mhum,0
wrtie it down,1
anyways...,1
perhaps...,1
sort of...,1
anyways...,1
I tihnk so,0
mmm,1
anyway...,1
seriously...,1
e?h,0
maybe...,1
eh...,1
ture,0
hup-hup,1
exaclty,0
maybe...,1
hup-hup,1
they ar ecoming over,1
mmh-mm,0
huh yeah...,1
umm...,1
ohld on,1
er,0
perhaps...,1
actually...,1
huh,1
I mean...,1
what the fuck...,1
you know...,1
kind of...,1
huh...,1
ehm,1
I mean...,1
I mean...,1
honestly...,1
fuck...,1
basically...,1
basically...,1
maybe...,1
huh...,1
fuck...,1
anyway...,1
huh yeah...,1
fuck...,1
well...,1
exaclty,0
he will join us latre,1
asnwer me,1
what the...,1
anyways...,1
clos ethe window,1
anyway...,1
huh...,1
actually...,1
befroe you continue,1
huh yeah...,1
like...,1
uh...,1
like...,1
huh yeah...,1
I'ml istening,0
I mean...,1
anyways...,1
you know...,1
uhm,1
seriosuly?,0
fuck...,1
basically...,1
huh?,1
basically...,1
eh...,1
leavei t here,1
what the fuck...,1
what the fuck...,1
kind of...,1
kind of...,1
please cnotinue,0
I mean...,1
sort of...,1
damn...,1
uh...,1
she ahs a cat,1
what the...,1
basically...,1
eh...,1
you know...,1
perhaps...,1
seriously...,1
umm...,1
close the widnow,1
ugh,1
I mean...,1
shit...,1
you know...,1
what the fuck...,1
what the...,1
umm...,1
umm...,1
hhu,0
you know...,1
ah,1
hmm...,1
what do oyu mean?,1
let me intrerupt,1
usre,0
I'd like to ehar more,0
do yo?u,0
"oh, reall?y",0
whta happened?,1
oh,1
keep tlaking,0
honestly...,1
oculd it be?,0
well...,1
shit...,1
well...,1
kind of...,1
perhaps...,1
wheer did you find it?,1
eh...,1
uh...,1
where are thye now?,1
maybe...,1
I mean...,1
like...,1
uh...,1
seriously...,1
maybe...,1
sort of...,1
oh,0
what happene dnext?,0
he?,0
I mean...,1
uh...,1
well...,1
I belieev so,0
maybe...,1
eh...,1
damn...,1
fuck...,1
hmm...,1
fuck...,1
damn...,1
perhaps...,1
sort of...,1
g oon,0
umm...,1
hmm...,1
kind of...,1
huh yeah...,1
huh,1
huh...,1
maybe...,1
huh yeah...,1
uhm,1
what the...,1
perhaps...,1
mm-hmm,0
I mean...,1
perhaps...,1
actually...,1
huh...,1
ahh,1
kind of...,1
perhaps...,1
maybe...,1
the project is deu tomorrow,1
like...,1
actually...,1
kind of...,1
seriously...,1
actually...,1
what the fuck...,1
let me says omething,1
maybe...,1
you know...,1
huh...,1
anyway...,1
perhaps...,1
actually...,1
like...,1
seriously...,1
hmm...,1
hu?h,0
anyways...,1
rtue,0
call himn ow,1
what the fuck...,1
hmm...,1
kind of...,1
fuck...,1
honestly...,1
what the...,1
you know...,1
hup-hup,1
like...,1
perhaps...,1
eh is a good friend,1
I mean...,1
one moemnt,1
eh...,1
maybe...,1
eh...,1
honestly...,1
honestly...,1
anyways...,1
anyway...,1
eh,1
ope nthe door,1
honestly...,1
sort of...,1
huh...,1
huh...,1
hah,0
what the fuck...,1
corerct,0
mm-mhm,0
uh-huh,1
basically...,1
shit...,1
anyway...,1
uh...,1
anyway...,1
is that rigth?,0
um-hum,1
umm...,1
shit...,1
when can ew meet?,1
what hapepned next?,0
I am efeling tired,1
where are they onw?,1
huh...,1
eh...,1
fuck...,1
huh...,1
closet he window,1
umm...,1
hm?m,0
uhh-uh,0
huh,1
like...,1
what the...,1
he is a good frined,1
fuck...,1
honestly...,1
like...,1
umh-um,0
 Ilove ice cream,1
seriously...,1
perhaps...,1
you were saynig?,0
what the fuck...,1
honestly...,1
kind of...,1
sort of...,1
star tthe presentation,1
umm...,1
shit...,1
actually...,1
huh yeah...,1
actually...,1
fuck...,1
umm...,1
well...,1
write i tdown,1
shit...,1
what the...,1
hmm,1
that's rgiht,0
perhaps...,1
seriously...,1
eh...,1
what the...,1
fuck...,1
when will you arrive?,1
what the fuck...,1
I mean...,1
I mean...,1
huh yeah...,1
you know...,1
er,0
ocntinue,0
what the...,1
um,1
fuck...,1
huh...,1
perhaps...,1
uh,0
basically...,1
shit...,1
explaini t to me,1
fuck...,1
fuck...,1
you'er right,0
how does ti work?,1
basically...,1
tell me thet ruth,1
actually...,1
actually...,1
well...,1
shit...,1
kind of...,1
well...,1
what the...,1
what the...,1
maybe...,1
you know...,1
sort of...,1
basically...,1
your'e right,0
eh,1
um-hum,1
you know...,1
ugh,1
hmm...,1
umm...,1
hu-huh,0
you know...,1
like...,1
wait am inute,1
seriously...,1
I mean...,1
what happene?d,1
you know...,1
anyway...,1
shit...,1
I believe os,0
anyway...,1
if Im ay interrupt,1
sort of...,1
like...,1
I mean...,1
"sorry, but",1
basically...,1
ahh,0
maybe...,1
like...,1
you know...,1
who sadi that?,1
fuck...,1
eh,1
shit...,1
what the fuck...,1
hmm...,1
um,1
hmm...,1
yuo mean it?,0
let me asy something,1
eaxctly,0
I mean...,1
explaini t to me,1
tlel me more,0
huh yeah...,1
anyway...,1
honestly...,1
oepn the door,1
keep talknig,0
mmm,0
basically...,1
eh...,1
huh...,1
anyways...,1
anyway...,1
I mean...,1
I mean...,1
perhaps...,1
damn...,1
yeha,0
before oyu continue,1
huh...,1
anyway...,1
well...,1
shit...,1
anyways...,1
"sorr,y but",1
and tehn?,0
actually...,1
umm...,1
oh,0
actually...,1
excatly,0
sort of...,1
what the...,1
he is a good freind,1
you know...,1
anyway...,1
eh,1
damn...,1
huh...,1
xeactly,0
how odes it work?,1
what the...,1
like...,1
uhh,0
anyway...,1
huh yeah...,1
anyway...,1
shit...,1
honestly...,1
hup,1
what the...,1
is thats o?,0
mmm,1
sort of...,1
howc ome?,1
shit...,1
you know...,1
kind of...,1
keep talknig,0
eh...,1
huh...,1
what the...,1
eh...,1
eh...,1
mm-mhm,0
um,1
where do you lvie?,1
honestly...,1
hmm...,1
kind of...,1
sort of...,1
huh...,1
well...,1
shit...,1
perhaps...,1
honestly...,1
huh yeah...,1
honestly...,1
mmm,1
he?,0
keepg oing,0
damn...,1
eh...,1
eh,1
who saidt hat?,1
damn...,1
shit...,1
of coures,0
shit...,1
ahh,1
hmm...,1
yuo're right,0
huh...,1
fuck...,1
shit...,1
huh...,1
you know...,1
uh...,1
well...,1
don't tsop,0
eh...,1
it costs too much,1
actually...,1
who know?s,1
damn...,1
they ar ecoming over,1
perhaps...,1
huh...,1
I htink so,0
are you suer?,0
eh...,1
uhh,0
I mean...,1
huh...,1
honestly...,1
hup,1
honestly...,1
shit...,1
basically...,1
honestly...,1
hmmm,1
basically...,1
actually...,1
allow me to jump ni,1
I mean...,1
indede,0
Ia gree,0
what the fuck...,1
ofc ourse,0
kind of...,1
umm...,1
youm ean it?,0
uh...,1
this looksg reat,1
fuck...,1
shit...,1
shit...,1
anyway...,1
how doesi t work?,1
actually...,1
I believe os,0
eh...,1
is that s?o,0
anyway...,1
perhaps...,1
i tcosts too much,1
what the...,1
actually...,1
anyway...,1
what the...,1
"oh,r eally?",0
damn...,1
well...,1
damn...,1
hmmm,1
anyway...,1
what the fuck...,1
honestly...,1
well...,1
hu?h,0
elaborat eplease,0
umm...,1
damn...,1
like...,1
huh...,1
well...,1
huh yeah...,1
perhaps...,1
well...,1
eh...,1
what the fuck...,1
maybe...,1
hwat happened next?,0
huh yeah...,1
well...,1
what the fuck...,1
seriously...,1
he will join us latre,1
what the...,1
kind of...,1
you know...,1
huh yeah...,1
honestly...,1
colud it be?,0
huh...,1
actually...,1
damn...,1
kind of...,1
that's rigth,0
basically...,1
seriously...,1
huh...,1
huh...,1
anyways...,1
I mean...,1
show m ethe way,1
I mean...,1
you know...,1
huh...,1
I am feeilng tired,1
uh,1
couldi t be?,0
what the fuck...,1
kind of...,1
perhaps...,1
uh,0
eh...,1
huh...,1
what the...,1
fuck...,1
shit...,1
I agere,0
I finished my homewrok,1
wyh not?,1
huh...,1
fuck...,1
you mea nit?,0
honestly...,1
corerct,0
you weres aying?,0
I mean...,1
where ar ethey now?,1
maybe...,1
woah,1
umm...,1
basically...,1
honestly...,1
I mean...,1
huh yeah...,1
what the...,1
I finished my ohmework,1
what the fuck...,1
like...,1
what the fuck...,1
anyways...,1
actually...,1
m-mhmm,0
wait am inute,1
what the fuck...,1
eyp,0
uh...,1
well...,1
anyway...,1
actually...,1
what the...,1
I thnik so,0
levae it here,1
write ti down,1
huh...,1
ealborate please,0
basically...,1
sort of...,1
carry no,0
kind of...,1
huh yeah...,1
sort of...,1
umm...,1
what the fuck...,1
ah,1
uhm,1
shit...,1
hwat happened?,1
you're rihgt,0
sounds good,0
you know...,1
elaboraet please,0
kind of...,1
eh,1
what the fuck...,1
I mean...,1
you're rgiht,0
huh yeah...,1
actually...,1
huh...,1
what the...,1
maybe...,1
who aer you?,1
ahem,1
hmm...,1
basically...,1
ohw come?,1
uh...,1
ype,0
huh yeah...,1
uhm,1
umm...,1
uh...,1
hold tha tthought,1
hup-hup,1
if I mya interrupt,1
actually...,1
taht's right,0
um,0
you know...,1
actually...,1
well...,1
well...,1
u-hhuh,0
maybe...,1
huh...,1
ho wdoes it work?,1
seriously...,1
what the fuck...,1
huh...,1
kind of...,1
uh...,1
uh...,1
mmm,0
basically...,1
ah,1
eh...,1
huh...,1
ype,0
actually...,1
perhaps...,1
eh...,1
umm...,1
you know...,1
kind of...,1
kind of...,1
who said htat?,1
I thin kso,0
mihgt be?,0
shit...,1
eh,1
mmh-mm,0
keep giong,0
uh...,1
seriosuly?,0
yeha,0
the project is deu tomorrow,1
is i?t,0
anyway...,1
uh...,1
basically...,1
huh...,1
how cmoe?,1
sort of...,1
sort of...,1
basically...,1
you know...,1
show me hte way,1
uhh?,0
hmm...,1
seriosuly?,0
reall?y,0
I mean...,1
seriously...,1
uh...,1
eh...,1
shit...,1
oyu mean it?,0
fuck...,1
eyah,0
well...,1
huh yeah...,1
like...,1
like...,1
huh...,1
fuck...,1
what the fuck...,1
kind of...,1
umm...,1
eh...,1
actually...,1
anyway...,1
might eb?,0
mhm?,0
what happneed?,1
plesae continue,0
sort of...,1
sort of...,1
perhaps...,1
honestly...,1
huh yeah...,1
mm-hmm,1
like...,1
kind of...,1
honestly...,1
hmmm,1
huh...,1
perhaps...,1
uh...,1
I mean...,1
huh...,1
I mean...,1
shit...,1
huh-uh,1
huh yeah...,1
honestly...,1
close the iwndow,1
actually...,1
sort of...,1
fuck...,1
umm...,1
anyway...,1
who said taht?,1
os?,0
what the...,1
I mean...,1
seriously...,1
huh...,1
ahem,1
huh...,1
hhu?,0
umm...,1
um,0
that's irght,0
it is rianing outside,1
uh...,1
goo n,0
ahh,0
huh...,1
htis looks great,1
really?,0
actually...,1
I mean...,1
seriously...,1
anyway...,1
carry on,0
he?,0
ohw come?,1
seriously...,1
hmm...,1
are yuo sure?,0
huh...,1
umm...,1
huh...,1
fuck...,1
eh...,1
uh...,1
huh...,1
honestly...,1
he isa  good friend,1
umm...,1
damn...,1
I' mlistening,0
huh...,1
hmm?,1
eh...,1
mhm,0
maybe...,1
what the...,1
uh...,1
basically...,1
hmm...,1
what the...,1
huh yeah...,1
like...,1
they omved to a new house,1
uhm,1
honestly...,1
keep talikng,0
ture,0
"wait, wati",1
you know...,1
hmm...,1
we emt yesterday,1
damn...,1
like...,1
anyway...,1
explani it to me,1
hnag on,1
exactyl,0
maybe...,1
huh...,1
you know...,1
shit...,1
fuck...,1
umm...,1
could it eb?,0
corrcet,0
sort of...,1
kind of...,1
fuck...,1
I mean...,1
we met yseterday,1
hmm...,1
seriously...,1
well...,1
huh-uh,1
hrury up,1
eh...,1
huh-uh,1
eh...,1
huh...,1
anyways...,1
explain it ot me,1
sort of...,1
um-hum,1
dno't stop,0
um-hum,1
basically...,1
I garee,0
kind of...,1
basically...,1
cna I stop you there?,1
I mean...,1
sort of...,1
I mean...,1
eh...,1
I mean...,1
sort of...,1
oh,1
os?,0
seriously...,1
umm...,1
um-hmu,0
perhaps...,1
ugh,1
hu?h,0
mmm,1
d oyou?,0
huh?,1
oh,1
damn...,1
uh...,1
kind of...,1
like...,1
maybe...,1
mhm?,0
huh...,1
fuck...,1
it ocsts too much,1
actually...,1
kind of...,1
actually...,1
umm...,1
anyways...,1
what the...,1
uh-huh,1
what the...,1
basically...,1
hmm...,1
huh...,1
maybe...,1
damn...,1
shit...,1
perhaps...,1
basically...,1
is that s?o,0
er,1
what happened enxt?,0
damn...,1
uh...,1
maybe...,1
shit...,1
what the...,1
huh yeah...,1
you know...,1
seriously...,1
w eneed more time,1
hmm...,1
damn...,1
oyu're right,0
huh?,1
damn...,1
the project is ude tomorrow,1
eh...,1
huh...,1
the project is due otmorrow,1
seriously...,1
you mena it?,0
uh-huh,1
maybe...,1
perhaps...,1
huh...,1
why is taht?,1
perhaps...,1
basically...,1
fuck...,1
ugh,1
sort of...,1
kind of...,1
basically...,1
huh...,1
is that s?o,0
basically...,1
actually...,1
eh...,1
kind of...,1
huh...,1
allow me to jum pin,1
huh,1
well...,1
what the fuck...,1
kind of...,1
honestly...,1
start teh presentation,1
basically...,1
huh...,1
anyway...,1
what the...,1
what the...,1
mmm,0
kind of...,1
basically...,1
thye are coming over,1
seriously...,1
what is yoru name?,1
I'm listennig,0
kind of...,1
what the...,1
I mean...,1
honestly...,1
I mean...,1
mm-mhm,0
sort of...,1
woah,1
anyways...,1
honestly...,1
what the...,1
sort of...,1
what the...,1
open the door,1
ah,1
fuck...,1
caryr on,0
what the...,1
repeat taht,1
actually...,1
damn...,1
maybe...,1
sort of...,1
hmm...,1
hmm...,1
basically...,1
mm-mhm,0
ah,1
hah,0
acll him now,1
huh yeah...,1
ture,0
huh yeah...,1
he?,0
you'rer ight,0
kind of...,1
well...,1
anyways...,1
anyway...,1
woah,1
seriosuly?,0
basically...,1
os?,0
what the fuck...,1
shit...,1
well...,1
anyways...,1
si it?,0
maybe...,1
shit...,1
perhaps...,1
sort of...,1
basically...,1
maybe...,1
anyway...,1
huh yeah...,1
anyway...,1
sort of...,1
what the...,1
coudl it be?,0
fuck...,1
sort of...,1
shit...,1
huh yeah...,1
anyway...,1
I mean...,1
like...,1
is htat so?,0
uh...,1
basically...,1
anyway...,1
asnwer me,1
I mean...,1
anyway...,1
fuck...,1
umm...,1
fuck...,1
uh...,1
this looks great,1
definitley,0
whenc an we meet?,1
damn...,1
like...,1
sort of...,1
I mean...,1
absloutely,0
yo'ure right,0
hm?m,0
fuck...,1
huh...,1
sort of...,1
like...,1
huh...,1
basically...,1
basically...,1
yuo mean it?,0
uh...,1
what the fuck...,1
whta is your name?,1
ohw come?,1
hmm?,0
basically...,1
callh im now,1
I'd ilke to hear more,0
what the...,1
huh yeah...,1
os?,0
uhh?,0
uh,0
what the fuck...,1
honestly...,1
oen moment,1
huh yeah...,1
I mean...,1
kind of...,1
you tihnk so?,0
anyways...,1
anyway...,1
kind of...,1
like...,1
fuck...,1
um,0
huh?,1
I mean...,1
actually...,1
what the...,1
what the...,1
maybe...,1
anyways...,1
what the...,1
shit...,1
huh...,1
maybe...,1
shit...,1
"oh, raelly?",0
hmmm,1
anyways...,1
basically...,1
eh...,1
kind of...,1
anyway...,1
when canw e meet?,1
oh,1
shit...,1
contineu,0
hwat happened?,1
fuck...,1
eyp,0
eh...,1
mihgt be?,0
seriously...,1
mu-hum,0
anyways...,1
huh...,1
huh yeah...,1
anyway...,1
mhm,0
uh...,1
huh...,1
kind of...,1
ah,0
huh...,1
huh...,1
taht's right,0
mm-hmm,1
anyway...,1
actually...,1
honestly...,1
seriously...,1
perhaps...,1
uh...,1
basically...,1
like...,1
e?h,0
perhaps...,1
elaboraet please,0
hmm...,1
like...,1
what the...,1
seriously...,1
maybe...,1
feel free to contineu,0
seriously...,1
eh...,1
um,0
what the...,1
anyways...,1
basically...,1
seriously...,1
damn...,1
huh...,1
huh...,1
kind of...,1
definitley,0
sounds good,0
uh...,1
shit...,1
honestly...,1
plaese continue,0
kind of...,1
damn...,1
anyways...,1
hmm...,1
perhaps...,1
anyways...,1
where did you ifnd it?,1
wati a minute,1
it is rainnig outside,1
anyway...,1
umm...,1
hmm...,1
anyway...,1
answe rme,1
huh yeah...,1
ansewr me,1
shit...,1
honestly...,1
hhu,0
I lvoe ice cream,1
actually...,1
hse has a cat,1
are oyu sure?,0
honestly...,1
well...,1
ahh,0
anyway...,1
feel free to contineu,0
sort of...,1
anyway...,1
hmm,0
what the fuck...,1
anyways...,1
eh...,1
huh yeah...,1
what the...,1
what the fuck...,1
like...,1
basically...,1
perhaps...,1
"oh, raelly?",0
poen the door,1
show em the way,1
anyways...,1
well...,1
what the fuck...,1
umm...,1
u-mhum,0
honestly...,1
uh...,1
damn...,1
actually...,1
mm-hmm,1
uhh?,0
huh yeah...,1
what the...,1
damn...,1
sort of...,1
holdo n,1
fuck...,1
anyway...,1
basically...,1
perhaps...,1
basically...,1
actually...,1
I thinks o,0
maybe...,1
well...,1
eh will join us later,1
anyways...,1
what the...,1
I beleive so,0
ist hat right?,0
huh yeah...,1
sort of...,1
umm...,1
that's rgiht,0
call hmi now,1
huh?,1
I mean...,1
honestly...,1
if I may interrutp,1
tell m ethe truth,1
ohw come?,1
kind of...,1
what the fuck...,1
damn...,1
ekep going,0
what the...,1
maybe...,1
hhu?,0
perhaps...,1
anyway...,1
huh,1
huh?,1
fuck...,1
eh...,1
maybe...,1
mmm,0
don't sotp,0
close hte window,1
ahem,1
where are htey now?,1
sort of...,1
oh,0
honestly...,1
doy ou?,0
like...,1
maybe...,1
hwere did you find it?,1
perhaps...,1
huh...,1
what the fuck...,1
seriously...,1
umm...,1
huh yeah...,1
hup,1
perhaps...,1
fuck...,1
huh...,1
he is a good frined,1
honestly...,1
you meani t?,0
sort of...,1
can  Istop you there?,1
huh...,1
anyway...,1
well...,1
I'm ilstening,0
hmm,0
umm...,1
hah,0
anyways...,1
huh...,1
huh...,1
sohw me the way,1
huh yeah...,1
I mean...,1
well...,1
anyways...,1
what the fuck...,1
anyways...,1
I mean...,1
uh...,1
seriously...,1
anyway...,1
they arec oming over,1
er,1
hmm...,1
holdt hat thought,1
sort of...,1
huh yeah...,1
what the fuck...,1
actually...,1
keep giong,0
maybe...,1
huh...,1
uh,1
I mean...,1
I a mfeeling tired,1
damn...,1
oyu were saying?,0
shit...,1
honestly...,1
what the fuck...,1
damn...,1
perhaps...,1
eh...,1
si that so?,0
anyway...,1
i fI may interrupt,1
huh yeah...,1
damn...,1
hmm...,1
uh...,1
basically...,1
huh...,1
eh...,1
this is impotrant,1
I'ml istening,0
huh...,1
you know...,1
caryr on,0
hmm...,1
well...,1
what the...,1
I mean...,1
shit...,1
what the fuck...,1
sort of...,1
fuck...,1
if I mayi nterrupt,1
of cousre,0
huh...,1
corrcet,0
might b?e,0
honestly...,1
uh...,1
ah,0
oh,0
uh...,1
huh?,1
anyway...,1
seriously...,1
caryr on,0
thsi is important,1
that's ocrrect,0
sort of...,1
seriously...,1
damn...,1
w eneed more time,1
actually...,1
sedn me the file,1
huh-uh,1
oyu're right,0
if I may interurpt,1
anyways...,1
you know...,1
basically...,1
huh...,1
kind of...,1
elaboarte please,0
you know...,1
hold that thuoght,1
I mean...,1
what the...,1
umm...,1
hmm,0
honestly...,1
huh yeah...,1
well...,1
how doesi t work?,1
seriously...,1
what the fuck...,1
uh...,1
you know...,1
shit...,1
ist hat so?,0
lte me interrupt,1
eh...,1
hmm...,1
you know...,1
what the fuck...,1
maybe...,1
anyways...,1
maybe...,1
like...,1
caryr on,0
huh-uh,1
you know...,1
shit...,1
huh yeah...,1
umm...,1
uh...,1
hmm,0
huh yeah...,1
honestly...,1
kind of...,1
fuck...,1
umm...,1
seriously...,1
damn...,1
umm...,1
repeta that,1
uh,0
like...,1
kind of...,1
huh yeah...,1
you thinks o?,0
shit...,1
damn...,1
like...,1
umm...,1
anyways...,1
huh...,1
shit...,1
seriously...,1
like...,1
anyways...,1
maybe...,1
actually...,1
send me the fiel,1
seriously...,1
what the...,1
honestly...,1
ture,0
ohw does it work?,1
tlel me the truth,1
huh yeah...,1
anyways...,1
oh,1
what the fuck...,1
seriously...,1
anyways...,1
uh...,1
eh,1
seriously...,1
perhaps...,1
huh...,1
migh tbe?,0
basically...,1
anyways...,1
sort of...,1
like...,1
maybe...,1
I finished my ohmework,1
you know...,1
damn...,1
umm...,1
i sit?,0
eh...,1
honestly...,1
maybe...,1
hmm...,1
kind of...,1
perhaps...,1
what the...,1
hmm...,1
do yuo?,0
umm...,1
honestly...,1
uh-huh,1
maybe...,1
uhm,1
I mean...,1
hhu?,0
Ia m feeling tired,1
eh...,1
honestly...,1
lalow me to jump in,1
wha thappened next?,0
huh...,1
ahem,1
huh...,1
uh,1
eh...,1
seriously...,1
hup,1
hmmm,1
eh...,1
hmm...,1
well...,1
umm...,1
you know...,1
andt hen?,0
basically...,1
what the...,1
you know...,1
anyways...,1
basically...,1
"wait, wiat",1
damn...,1
what the fuck...,1
what the...,1
fuck...,1
the project is due toomrrow,1
er,1
perhaps...,1
uh...,1
fuck...,1
e?h,0
well...,1
ah,1
huh...,1
huh...,1
uhh-uh,0
close the winodw,1
perhaps...,1
sort of...,1
hmm...,1
damn...,1
anyways...,1
shit...,1
maybe...,1
actually...,1
kind of...,1
"oh ,really?",0
idneed,0
woah,1
you know...,1
tellm e more,0
how ocme?,1
actually...,1
hmm...,1
shit...,1
what happened?,1
shit...,1
huh yeah...,1
fuck...,1
huh...,1
anyway...,1
actually...,1
sort of...,1
umm...,1
I mean...,1
perhaps...,1
I mean...,1
uh-hhu,0
huh...,1
basically...,1
I bleieve so,0
you know...,1
ehm,1
correct,0
huh...,1
shit...,1
fuck...,1
allowm e to jump in,1
when can we emet?,1
perhaps...,1
eh...,1
damn...,1
sort of...,1
shit...,1
kind of...,1
hmm...,1
actually...,1
seriously...,1
perhaps...,1
hmm...,1
hmm...,1
anyway...,1
eh...,1
honestly...,1
honestly...,1
mmm,1
like...,1
oh,1
huh,1
when can we emet?,1
close th ewindow,1
answerm e,1
what the...,1
hold that thoguht,1
you know...,1
that's corrcet,0
anyways...,1
sort of...,1
feel free toc ontinue,0
basically...,1
uh...,1
uh...,1
shit...,1
huh...,1
hmm...,1
I mean...,1
damn...,1
anyway...,1
huh yeah...,1
like...,1
mmm,1
huh...,1
keep talking,0
kind of...,1
perhaps...,1
hmm...,1
